,icao24,registration,manufacturericao,manufacturername,model,typecode,serialnumber,linenumber,icaoaircrafttype,operator,operatorcallsign,operatoricao,operatoriata,owner,testreg,registered,reguntil,status,built,firstflightdate,seatconfiguration,engines,modes,adsb,acars,notes,categoryDescription
10172,80002f,VT-EPF,AIRBUS,Airbus,A320 231,A320,49,,L2J,,AIRINDIA,AIC,,Air India,,,,,,,,,False,False,False,,
10173,a9bf4b,N727TW,BOEING,Boeing,757-231,B752,30340,,L2J,,DELTA,DAL,,Delta Air Lines Inc,,,2030-01-31,,1999-01-01,,,P & W PW2037,False,False,False,,
10174,02a190,TS-IMQ,AIRBUS,Airbus,A319 114,A319,3096,,L2J,Tunisair,TUNAIR,TAR,TU,Tunisair,D-AVWZ,2007-04-23,,,2007-01-01,,,,False,False,False,,
10175,424570,VQ-BQJ,AIRBUS,Airbus,A321 211,A321,2076,,L2J,,SIBERIAN AIRLINES,SBI,,S7 Airlines,,,,,,,,,False,False,False,,
10176,71c052,HL8052,BOEING,Boeing,737NG 86J/W,B738,37761,,L2J,,Eastar,ESR,,Eastar Jet,,,,,,,,,False,False,False,,
10177,a996e1,N717JL,BOEING,Boeing,717-200,B712,55042,,L2J,Delta Air Lines,DELTA,DAL,DL,Wells Fargo Trust Co Na Trustee,,,2029-07-31,,2002-01-01,,,ROLLS-ROYC BR 700 SERIES,False,False,False,,No ADS-B Emitter Category Information
10178,ae037a,63-7993,BOEING,Boeing,KC-135R,K35R,18610,,L4J,United States Air Force,AIR CHIEF,AIO,,United States Air Force,,,,,,,,,False,False,False,,
10179,a4491d,N37528,BOEING,Boeing,737-9,B39M,64502,,L2J,United Airlines,UNITED,UAL,UA,Wilmington Trust Co Trustee,,,2028-02-29,,2021-01-01,,,CFM INTL LEAP-1B28 SER,False,False,False,,
10180,abc7e9,N8583Z,BOEING,Boeing,737-800,B738,64799,,L2J,,,,,Bank Of Utah Trustee,,,2027-06-30,,2018-01-01,,,CFM INTL CFM56-7B27E/F,False,False,False,,
10181,780c8b,B-1869,AIRBUS,Airbus,A320 214SL,A320,6157,,L2J,,,,,Zhejiang Loong Airlines,,,,,,,,,False,False,False,,
10182,7c7ab5,VH-YIV,BOEING,Boeing,737NG 8FE/W,B738,40698,,L2J,,VIRGIN,VOZ,,Virgin Australia,,,,,,,,,False,False,False,,
10183,780175,B-HXH,AIRBUS,Airbus,Airbus A340 313X,A343,218,,L4J,,CATHAY,CPA,,Cathay Pacific Airways,,,,,,,,,False,False,False,,
10184,39c425,F-HRBF,BOEING,Boeing,787-9,B789,42488,,L2J,Air France,AIRFRANS,AFR,AF,,,,,,,,,,False,False,False,,Heavy (> 300000 lbs)
10185,42457d,VQ-BQF,BOEING,Boeing,777 3M0ER,B77W,41684,,L2J,,AEROFLOT,AFL,,Aeroflot Russian Airlines,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information
10186,7bb0c0,B-2688,BOEING,Boeing,737NG 86D/W,B738,33471,,L2J,,SHANGHAI AIR,CSH,,Shanghai Airlines,,,,,,,,,False,False,False,,
10187,8a03b2,PK-GLX,AIRBUS,Airbus,A320 214SL,A320,5777,,L2J,,,,,Citilink,,,,,,,,,False,False,False,,
10188,a92365,N68805,BOEING,Boeing,737-924ER,B739,42818,,L2J,,UNITED,UAL,,United Airlines Inc,,,2029-10-31,,2013-01-01,,,CFM INTL CFM56-7B27E,False,False,False,,
10189,abc12a,N8568Z,BOEING,Boeing,737-800,B738,64248,,L2J,Southwest Airlines,SOUTHWEST,SWA,WN,Southwest Airlines Co,,,2028-05-31,,2018-01-01,,,CFM INTL CFM56-7B27E/F,False,False,False,,
10190,71007f,HZ-ASE,AIRBUS,Airbus,A320 214,A320,4408,,L2J,,SAUDIA,SVA,,Saudi Arabian Airlines,,,,,,,,,False,False,False,,
10191,a7a7d9,N59247,STEARMAN,Boeing,Stearman A75N1 PT-17 Kaydet,ST75,75-388,,L1P,,,,,Private,,,,,,,,,False,False,False,,
10192,a04c67,N1181A,BOEING,Boeing,767-3Y0,B763,26206,,L2J,,GIANT,GTI,,Msn 26206 Llc,,,2027-10-31,,,,,,False,False,False,,
10193,47835c,LN-RCU,BOEING,Boeing,737NG 683,B736,30190,,L2J,,SCANDINAVIAN,SAS,,Scandinavian Airlines System,,,,,,,,,False,False,False,,
10194,064197,5N-YSM,BOEING,Boeing,737 36N,B733,28557,,L2J,,,,,Azman Air,,,,,,,,,False,False,False,,
10195,4d2257,9H-QDA,BOEING,Boeing,Boeing 737-8AS (W),B738,44750,6087,L2J,Malta Air,,MMO,,Malta Air,,,,,,,,CFMI CFM56-7B26,False,False,False,,
10196,8880d5,VN-A612,AIRBUS,Airbus,A321 231,A321,6344,,L2J,,VIET NAM AIRLINES,HVN,,Vietnam Airlines,,,,,,,,,False,False,False,,
10197,a6644d,N51034,STEARMAN,Boeing,IB75A,ST75,75-1048,,L1P,,,,,Emig Terry L,,,2028-11-30,,1941-01-01,,,CONT MOTOR W670 SERIES,False,False,False,,
10198,a4462e,N3748Y,BOEING,Boeing,737-832,B738,30489,,L2J,,DELTA,DAL,,Delta Air Lines Inc,,,2027-08-31,,2001-01-01,,,CFM INTL. CFM56 SERIES,False,False,False,,
10199,748020,OD-MRR,AIRBUS,Airbus,A320 232,A320,3837,,L2J,,CEDAR JET,MEA,,Middle East Airlines,,,,,,,,,False,False,False,,
10200,50005b,T7-MRD,AIRBUS,Airbus,Airbus A320 214SL,A320,5746,,L2J,,CEDAR JET,MEA,,Middle East Airlines,,,,,,,,,False,False,False,,
10201,75836b,RP-C3346,AIRBUS,Airbus,A330 343E,A333,1602,,L2J,,CEBU AIR,CEB,,Cebu Pacific Air,,,,,,,,,False,False,False,,
10202,4ba745,TC-IZE,BOEING,Boeing,Boeing 737NG 86J/W,B738,37740,,L2J,,SUNTURK,PGT,,Pegasus Airlines,,,,,,,,,False,False,False,,
10203,018085,5A-LAU,AIRBUS,Airbus,A330 202,A332,1543,,L2J,Libyan Airlines,LIBYAN AIRWAYS,LYW,,Libyan Airlines,F-WWCT,2015-08-26,,,2014-01-01,,,,False,False,False,,
10204,86d9fc,JA837J,BOEING,Boeing,787 8,B788,34860,,L2J,,J-BIRD,JAL,,Japan Airlines,,,,,,,,,False,False,False,,
10205,00b08d,ZS-SJK,BOEING,Boeing,737NG 8BG/W,B738,32355,,L2J,,TULCA,MNO,,Mango,,,,,,,,,False,False,False,,
10206,a7646a,N57578,STEARMAN,Boeing,Stearman A75N1 PT-17 Kaydet,ST75,75-2506,,L1P,,,,,Private,,,,,,,,,False,False,False,,
10207,3c1c73,D-AZUC,BOEING,Boeing,Boeing 767 33AER,B763,25535,,L2J,,,,,Azur Air Germany,,,,,,,,,False,False,False,,
10208,ae1b7a,166861,,Boeing,F/A-18E Hornet,F18,E163,,,,,,,United States Navy,,,,,,,,,False,False,False,,
10209,a3a234,N333NV,AIRBUS,Airbus,A319-111,A319,2790,,L2J,,,,,Sunrise Asset Management Llc,,,2027-10-31,,,,,,False,False,False,,
10210,a92e68,N69096,STEARMAN,Boeing,Stearman A75N1 PT-17 Kaydet,ST75,75-2368,,L1P,,,,,Private,,,,,,,,,False,False,False,,
10211,42428e,VP-BCJ,BOEING,Boeing,737 46QSF,B734,28663,,L2J,,ATRAN,VAS,,Atran,,,,,,,,,False,False,False,,
10212,780eb9,B-7083,BOEING,Boeing,737NG 87L/W,B738,39142,,L2J,,SHENZHEN AIR,CSZ,,Shenzhen Airlines,,,,,,,,,False,False,False,,
10213,ae0659,59-1464,BOEING,Boeing,Boeing KC-135T,K35R,17952,,L4J,United States Air Force,AIR CHIEF,AIO,,United States Air Force,,,,,,,,,False,False,False,,Reserved
10214,a800de,N61461,STEARMAN,Boeing,A75N1(PT17),ST75,75-3586,,L1P,,,,,Wright Robert L,,,2028-04-30,,1942-01-01,,,P&W R-985 SERIES,False,False,False,,
10215,3c0a02,D-ASUN,BOEING,Boeing,737-8BK (W),B738,33023,1682,L2J,Tuifly Gmbh - Germany,,TUI,,Tuifly,,,,,,,,CFMI CFM56-7B27,False,False,False,,No ADS-B Emitter Category Information
10216,ae123f,04-4134,MCDONNELL DOUGLAS,Boeing,Boeing C-17A Globemaster III,C17,P134,,L4J,,,,,Usaf | 305amw | 6as [kwri],,,,,,,,,False,False,False,,Reserved
10217,3422ca,EC-JQG,AIRBUS,Airbus,A330 202,A332,745,,L2J,,EUROPA,AEA,,Air Europa,,,,,,,,,False,False,False,,
10218,ae0501,59-1504,BOEING,Boeing,Boeing KC-135T,K35R,17992,,L4J,United States Air Force,AIR CHIEF,AIO,,United States Air Force,,,,,,,,,False,False,False,,
10219,505d18,OM-HEX,BOEING,Boeing,737NG 81Q/W,B738,30785,,L2J,,,,,Palau Pacific Airways,,,,,,,,,False,False,False,,
10220,508337,UR-CNF,BOEING,Boeing,737 3Z0,B733,27126,,L2J,,ERITREAN,ERT,,Eritrean Airlines,,,,,,,,,False,False,False,,
10221,861ba8,JA607A,BOEING,Boeing,767 381ER,B763,32976,,L2J,,ALL NIPPON,ANA,,All Nippon Airways,,,,,,,,,False,False,False,,
10222,780e12,B-1685,AIRBUS,Airbus,A320 214SL,A320,6686,,L2J,,SHENZHEN AIR,CSZ,,Shenzhen Airlines,,,,,,,,,False,False,False,,
10223,424332,VP-BCE,AIRBUS,Airbus,Airbus A320 214SL,A320,7295,,L2J,,AEROFLOT,AFL,,Aeroflot Russian Airlines,,,,,,,,,False,False,False,,
10224,a0836b,N132JD,STEARMAN,Boeing,Stearman A75N1 PT-17 Kaydet,ST75,75-2812,,L1P,,,,,Private,,,,,,,,,False,False,False,,
10225,4b1a3c,HB-JYI,AIRBUS,Airbus,A319-111,A319,4744,,L2J,Easyjet Switzerland Sa,,,,Easyjet Airline Company Limited,,2015-06-02,,,2011-01-01,,,SNECMA CFM56-5B5/3,False,False,False,,
10226,e48e55,PR-TYD,AIRBUS,Airbus,A320 214SL,A320,5749,,L2J,,TAM,TAM,,Latam Brasil,,,,,,,,,False,False,False,,
10227,a76f6d,N57869,BOEING,Boeing,757-33N,B753,32593,,L2J,,UNITED,UAL,,Wells Fargo Trust Co Na Trustee,,,2028-05-31,,2002-01-01,,,ROLLS-ROYC RB-211 SERIES,False,False,False,,
10228,71bf56,HL7756,BOEING,Boeing,777 28EER,B772,30860,,L2J,,ASIANA,AAR,,Asiana Airlines,,,,,,,,,False,False,False,,
10229,471f65,HA-LXD,AIRBUS,Airbus,A321 231SL,A321,7032,,L2J,,WIZZ AIR,WZZ,,Wizz Air,,,,,,,,,False,False,False,,
10230,a875bc,N644SW,BOEING,Boeing,737-3H4,B733,28329,,L2J,,SOUTHWEST,SWA,,Prima Air Llc,,,2029-09-30,,1997-01-01,,,GE CFM56 SERIES,False,False,False,,
10231,a96143,N703S,BOEING,Boeing,737 2T4,B732,22529,,L2J,Sierra Pacific Airlines,SIERRA PACIFIC,SPA,,Sierra Pacific Airlines,,,,,,,,,False,False,False,,
10232,8515a2,JA328J,BOEING,Boeing,737NG 846/W,B738,35357,,L2J,,J-BIRD,JAL,,Japan Airlines,,,,,,,,,False,False,False,,
10233,78069c,B-6715,AIRBUS,Airbus,A320 232,A320,4355,,L2J,,CHINA EASTERN,CES,,China Eastern Airlines,,,,,,,,,False,False,False,,
10234,e4823e,PR-GGN,BOEING,Boeing,737NG 8EH/W,B738,35827,,L2J,,GOL TRANSPORTE,GLO,,Gol Airlines,,,,,,,,,False,False,False,,
10235,489c02,SP-HAC,AIRBUS,Airbus,Airbus A320 233,A320,739,,L2J,,,,,Small Planet Airlines Polska,,,,,,,,,False,False,False,,
10236,0d05ce,XA-VIP,AIRBUS,Airbus,A320 214,A320,3304,,L2J,Interjet,INTERJET,MTF,,Interjet,,,,,,,,,False,False,False,,
10237,3964f3,F-GZHT,BOEING,Boeing,737NG 8K2/W,B738,41332,,L2J,,FRENCH SUN,TVF,,Transavia France,,,,,,,,,False,False,False,,
10238,3c49d2,D-ABNR,AIRBUS,Airbus,Airbus A320 214SL,A320,6892,,L2J,Air Berlin,AIR BERLIN,BER,AB,Air Berlin,,,,,,,,,False,False,False,,
10239,aab129,N7884G,BOEING,Boeing,737-76N,B737,30133,,L2J,,SOUTHWEST,SWA,,Bank Of Utah Trustee,,,2029-03-31,,2001-01-01,,,CFM INTL CFM56-7B24,False,False,False,,
10240,780a0c,B-LAO,AIRBUS,Airbus,A330 343E,A333,1317,,L2J,,CATHAY,CPA,,Cathay Pacific Airways,,,,,,,,,False,False,False,,
10241,a4f59c,N419AN,AIRBUS,Airbus,A321-253NX,A21N,10017,,L2J,American Airlines,AMERICAN,AAL,AA,American Airlines Inc,,,2027-07-31,,2020-01-01,,,CFM INTL LEAP-1A33,False,False,False,,
10242,aa41c4,N760CK,BOEING,Boeing,767-341,B763,24753,,L2J,Kalitta Air,CONNIE,CKS,K4,Kalitta Air Llc,,,2028-12-31,,1990-01-01,,,GE CF6-80C2B6F,False,False,False,,
10243,484560,PH-BVC,BOEING,Boeing,777 306ER,B77W,37582,,L2J,,KLM,KLM,,Klm Royal Dutch Airlines,,,,,,,,,False,False,False,,
10244,aa2475,N75241,STEARMAN,Boeing,A75N1(PT17),ST75,75-3615,,L1P,,,,,Williams Darrell W,,,2030-01-31,,1942-01-01,,,P&W WJR-B-S-T,False,False,False,,
10245,ae0380,57-1454,BOEING,Boeing,KC-135R,K35R,17525,,L4J,United States Air Force,AIR CHIEF,AIO,,United States Air Force,,,,,,,,,False,False,False,,
10246,344508,EC-LZO,BOEING,Boeing,767 35DER,B763,27902,,L2J,,,,,Privilege Style,,,,,,,,,False,False,False,,
10247,e48b66,PR-MYQ,AIRBUS,Airbus,A320 214,A320,5101,,L2J,,TAM,TAM,,Latam Brasil,,,,,,,,,False,False,False,,
10248,ab0969,N810AN,BOEING,Boeing,787-8,B788,40628,,L2J,,AMERICAN,AAL,,American Airlines Inc,,,2028-09-30,,2015-01-01,,,GE GENX-1B70/P2,False,False,False,,
10249,ac266f,N882N,STEARMAN,Boeing,PT-17,ST75,75-29501,,L1P,,,,,Reynolds Kirk S Dba,,,2029-09-30,,1942-01-01,,,CONT MOTOR W670 SERIES,False,False,False,,
10250,a00069,N1EC,STEARMAN,Boeing,A75N1(PT17),ST75,75-4639,,L1P,,,,,Cherry Douglas E,,,2027-07-31,,,,,P&W R-985 SERIES,False,False,False,,
10251,7802a5,B-5232,BOEING,Boeing,737NG 71B/W,B737,35360,,L2J,,CHINA SOUTHERN,CSN,,China Southern Airlines,,,,,,,,,False,False,False,,
10252,aced29,N932AT,BOEING,Boeing,717-200,B712,55073,,L2J,,DELTA,DAL,,Wells Fargo Trust Co Na Trustee,,,2027-10-31,,2000-01-01,,,BMW ROLLS BR 700 SERIES,False,False,False,,
10253,86d61c,JA825A,BOEING,Boeing,787 8,B788,34516,,L2J,,ALL NIPPON,ANA,,All Nippon Airways,,,,,,,,,False,False,False,,
10254,4a91d8,SE-DNX,BOEING,Boeing,Boeing 737NG 683,B736,28304,,L2J,,SCANDINAVIAN,SAS,,Scandinavian Airlines System,,,,,,,,,False,False,False,,
10255,461f2f,OH-LVB,AIRBUS,Airbus,A319 112,A319,1107,,L2J,,FINNAIR,FIN,,Finnair,,,,,,,,,False,False,False,,
10256,abc80c,N8584Z,BOEING,Boeing,737-800,B738,64800,,L2J,,,,,Bank Of Utah Trustee,,,2027-06-30,,2018-01-01,,,CFM INTL CFM56-7B27E/F,False,False,False,,
10257,8960e6,A6-EDE,AIRBUS,Airbus,A380 861,A388,17,,L4J,,EMIRATES,UAE,,Emirates Airline,,,,,,,,,False,False,False,,
10258,8990e4,B-16722,BOEING,Boeing,Boeing 777-36N(ER),B77W,42107,,L2J,,EVA,EVA,,Eva Air,,,,,,,,,False,False,False,,Heavy (> 300000 lbs)
10259,aa8047,N776KW,,Boeing,777-381ER,,32650,,,,,,,Eastern Airlines Llc,,,2029-02-28,,,,,,False,False,False,,
10260,8005f6,VT-IDX,AIRBUS,Airbus,A320 214,A320,4399,,L2J,,IFLY,IGO,,Indigo Airlines,,,,,,,,,False,False,False,,
10261,0200ed,CN-RGH,BOEING,Boeing,737NG 86N/W,B738,36828,,L2J,,ROYALAIR MAROC,RAM,,Royal Air Maroc,,,,,,,,,False,False,False,,
10262,abe77a,N8660A,BOEING,Boeing,737-8H4,B738,36654,,L2J,,SOUTHWEST,SWA,,Southwest Airlines Co,,,2028-03-31,,2015-01-01,,,CFM INTL CFM56-7B27E,False,False,False,,
10263,a75cf8,N57374,STEARMAN,Boeing,D75N1,ST75,75-3765,,L1P,,,,,Drewcy Inc,,,2028-01-31,,1942-01-01,,,CONT MOTOR W670 SERIES,False,False,False,,
10264,710085,HZ-AS17,AIRBUS,Airbus,A320 214,A320,4349,,L2J,,SAUDIA,SVA,,Saudi Arabian Airlines,,,,,,,,,False,False,False,,
10265,3c0a49,D-ASXG,BOEING,Boeing,Boeing 737NG 8CX/W,B738,32366,,L2J,,,,,Sunexpress Germany,,,,,,,,,False,False,False,,
10266,392ae2,F-GKXC,AIRBUS,Airbus,A320 214,A320,1502,,L2J,,AIRFRANS,AFR,,Air France,,,,,,,,,False,False,False,,
10267,8a03c5,PK-GMZ,BOEING,Boeing,737NG 8U3/W,B738,38072,,L2J,,INDONESIA,GIA,,Garuda Indonesia,,,,,,,,,False,False,False,,
10268,780da8,B-2026,BOEING,Boeing,Boeing 777 F1B,B77L,41635,,L2J,,CHINA SOUTHERN,CSN,,China Southern Airlines,,,,,,,,,False,False,False,,
10269,a40b40,N36PH,STEARMAN,Boeing,B75N1,ST75,75-7030,,L1P,,,,,Jetran Llc,,,2028-08-31,,1943-01-01,,,CONT MOTOR W670 SERIES,False,False,False,,
10270,49514b,CS-TJK,AIRBUS,Airbus,A321 251N,A21N,8553,,L2J,Tap Portugal,AIR PORTUGAL,TAP,TP,Cdb Aviation,,,,,,2018-11-13,,CFM LEAP-1A32,False,False,False,,
10271,3c648f,D-AIDO,AIRBUS,Airbus,Airbus A321 231,A321,4994,,L2J,,LUFTHANSA,DLH,,Lufthansa,,,,,,,,,False,False,False,,
10272,a3094d,N295NV,AIRBUS,Airbus,A320-214,A320,4942,,L2J,Allegiant Air,ALLEGIANT,AAY,G4,Bank Of Utah Trustee,,,2029-12-31,,,,,,False,False,False,,
10273,780823,B-5629,BOEING,Boeing,737NG 85N/W,B738,38638,,L2J,,SHANDONG,CDG,,Shandong Airlines,,,,,,,,,False,False,False,,
10274,a707a3,N552JB,AIRBUS,Airbus,A320-232,A320,1861,,L2J,Jetblue Airways,JETBLUE,JBU,B6,Bank Of Utah Trustee,,,2028-02-29,,2002-01-01,,,IAE V2500SERIES,False,False,False,,Large (75000 to 300000 lbs)
10275,c8120b,ZK-XAF,STEARMAN,Boeing,Stearman E75N1 PT-13D Kaydet,ST75,75-5907,,L1P,,,,,Private,,,,,,,,,False,False,False,,
10276,7811b4,B-1470,BOEING,Boeing,737NG 800/W,B738,63045,,L2J,,LIANHANG,CUA,,China United Airlines,,,,,,,,,False,False,False,,
10277,8963ee,A6-EOQ,AIRBUS,Airbus,A380 861,A388,201,,L4J,,EMIRATES,UAE,,Emirates Airline,,,,,,,,,False,False,False,,
10278,ae1b80,166867,,Boeing,F/A-18E Hornet,F18,E169,,,,,,,United States Navy,,,,,,,,,False,False,False,,
10279,0d085d,XA-AMR,BOEING,Boeing,787 8,B788,36844,264,L2J,Aeroméxico,AEROMEXICO,AMX,AM,Aeromexico,,2015-02-09,,,2015-01-01,,,,False,False,False,,
10280,a80bfa,N6176S,STEARMAN,Boeing,A75N1(PT17),ST75,75-1532,,L1P,,,,,Handly W A,,,2030-03-31,,,,,,False,False,False,,
10281,a4943f,N39416,BOEING,Boeing,737-924ER,B739,37093,,L2J,,UNITED,UAL,,United Airlines Inc,,,2029-08-31,,2008-01-01,,,CFM INTL CFM56-7B27/B3,False,False,False,,
10282,89904a,B-16205,AIRBUS,Airbus,A321 211SL,A321,5485,,L2J,,EVA,EVA,,Eva Air,,,,,,,,,False,False,False,,
10283,780f54,B-7562,BOEING,Boeing,737NG 89P/W,B738,61682,,L2J,,LIANHANG,CUA,,China United Airlines,,,,,,,,,False,False,False,,
10284,ae04e4,59-1469,BOEING,Boeing,KC-135R,K35R,17957,,L4J,United States Air Force,AIR CHIEF,AIO,,United States Air Force,,,,,,,,,False,False,False,,
10285,451e8c,LZ-FBB,AIRBUS,Airbus,A319 112,A319,3309,,L2J,,FLYING BULGARIA,LZB,,Bulgaria Air,,,,,,,,,False,False,False,,
10286,88530c,HS-TXL,AIRBUS,Airbus,A320 232SL,A320,5951,,L2J,Thai Smile Airways,THAI SMILE,,WE,Thai Smile,,,,,,,,,False,False,False,,
10287,a7385f,N56415,STEARMAN,Boeing,A75N1(PT17),ST75,75-597,,L1P,,,,,N Ranch Llc,,,2029-07-31,,,,,P&W R-985 SERIES,False,False,False,,
10288,70620b,9K-CAJ,AIRBUS,Airbus,A320 214,A320,3939,,L2J,,JAZEERA,JZR,,Jazeera Airways,,,,,,,,,False,False,False,,
10289,a37db9,N324FR,AIRBUS,Airbus,A320-251N,A20N,7967,,L2J,Frontier Airlines,FRONTIER FLIGHT,FFT,F9,Wilmington Trust Co Trustee,,,2027-12-31,,2017-01-01,,,CFM INTL LEAP-1A26,False,False,False,,No ADS-B Emitter Category Information
10290,4078dd,G-XWBF,AIRBUS,Airbus,Airbus 350-1041,A35K,402,0,L2J,British Airways,SPEEDBIRD,BAW,BA,British Airways,,,,,,,,RR TRENT XWB-97,False,False,False,,
10291,a8976f,N65264,STEARMAN,Boeing,Stearman A75N1 PT-17 Kaydet,ST75,75-381,,L1P,,,,,Private,,,,,,,,,False,False,False,,
10292,a6daca,N54034,STEARMAN,Boeing,D75N1,ST75,753994,,L1P,,,,,Walker Ray A,,,2027-09-30,,1941-01-01,,,CONT MOTOR W670 SERIES,False,False,False,,
10293,a01112,N103NN,AIRBUS,Airbus,A321-231,A321,5884,,L2J,American Airlines,AMERICAN,AAL,AA,Wilmington Trust Co Trustee,,,2028-08-31,,2013-01-01,,,IAE V2533-A5,False,False,False,,No ADS-B Emitter Category Information
10294,780ab9,B-LRN,AIRBUS,Airbus,A350 941,A359,85,,L2J,,CATHAY,CPA,,Cathay Pacific Airways,,,,,,,,,False,False,False,,
10295,89805e,P2-PXW,BOEING,Boeing,767 383ER,B763,25365,,L2J,,NUIGINI,ANG,,Air Niugini,,,,,,,,,False,False,False,,
10296,345043,EC-MHS,AIRBUS,Airbus,A321 231SL,A321,6740,,L2J,,VUELING,VLG,,Vueling Airlines,,,,,,,,,False,False,False,,
10297,a4d802,N411BT,STEARMAN,Boeing,PT-17,ST75,752455,,L1P,,,,,Everson Dustin J,,,2027-11-30,,1941-01-01,,,P&W R-985 SERIES,False,False,False,,
10298,780534,B-1608,AIRBUS,Airbus,A320 232SL,A320,6228,,L2J,,CHINA EASTERN,CES,,China Eastern Airlines,,,,,,,,,False,False,False,,
10299,a9cb27,N730BC,BOEING,Boeing,717-200,B712,55176,,L2J,,,,,Bcc Equipment Leasing Corp,,,2030-03-31,,,,,ROLLS-ROYC BR 700 SERIES,False,False,False,,
10300,ae11e1,77-0353,BOEING,Boeing,E-3B Sentry,E3TF,21553,,L4J,United States Air Force,AIR CHIEF,AIO,,United States Air Force,,,,,,,,,False,False,False,,Reserved
10301,aa86bd,N77799,STEARMAN,Boeing,E75,ST75,75-8214,,L1P,,,,,Tennessee Flying Machines Llc,,,2029-01-31,,1943-01-01,,,JACOBS R755B SERIES,False,False,False,,
10302,478698,LN-RNW,BOEING,Boeing,737NG 783/W,B737,34549,,L2J,,SCANDINAVIAN,SAS,,Scandinavian Airlines System,,,,,,,,,False,False,False,,
10303,78070f,B-5268,BOEING,Boeing,737NG 790/W,B737,30662,,L2J,Lucky Air,LUCKY AIR,LKE,,Lucky Air,,,,,,,,,False,False,False,,
10304,4240cf,VP-BHQ,AIRBUS,Airbus,Airbus A319 114,A319,2641,,L2J,,SIBERIAN AIRLINES,SBI,,S7 Airlines,,,,,,,,,False,False,False,,
10305,06a050,A7-ADV,AIRBUS,Airbus,A321 231,A321,3274,,L2J,,QATARI,QTR,,Qatar Airways,,,,,,,,,False,False,False,,
10306,780118,B-5142,BOEING,Boeing,737NG 8Q8,B738,30700,,L2J,,SHANGHAI AIR,CSH,,Shanghai Airlines,,,,,,,,,False,False,False,,
10307,4b1815,HB-JDD,AIRBUS,Airbus,A320-271N,A20N,10944,,L2J,Swiss International Air Lines,SWISS,SWR,LX,,,,,,,,,,False,False,False,,
10308,79a019,B-2365,AIRBUS,Airbus,A320 232,A320,849,,L2J,,CHINA SOUTHERN,CSN,,China Southern Airlines,,,,,,,,,False,False,False,,
10309,a1ea70,N222WN,BOEING,Boeing,737-7H4,B737,34290,,L2J,,SOUTHWEST,SWA,,Southwest Airlines Co,,,2028-05-31,,2005-01-01,,,GE CFM56 SERIES,False,False,False,,
10310,c8273f,ZK-NZN,BOEING,Boeing,787 9,B789,,,L2J,Air New Zealand,NEW ZEALAND,ANZ,NZ,Air New Zealand,,,,,,,,,False,False,False,,
10311,781231,B-1316,BOEING,Boeing,737NG 800/W,B738,43900,,L2J,,CHINA EASTERN,CES,,China Eastern Airlines,,,,,,,,,False,False,False,,
10312,440cb1,OE-IZF,AIRBUS,Airbus,A320-214,A320,,,L2J,Easyjet,EASY,EZY,U2,Easyjet,,,,,,,,,False,False,False,,Large (75000 to 300000 lbs)
10313,780caa,B-5953,AIRBUS,Airbus,A330 343E,A333,1551,,L2J,,CHINA EASTERN,CES,,China Eastern Airlines,,,,,,,,,False,False,False,,
10314,4b9856,TC-FBV,AIRBUS,Airbus,A320 214,A320,4658,,L2J,,,,,Freebird Airlines,,,,,,,,,False,False,False,,
10315,70c0a1,A4O-BM,BOEING,Boeing,737NG 8FZ/W,B738,29682,,L2J,,OMAN AIR,OMA,,Oman Air,,,,,,,,,False,False,False,,
10316,7808a2,B-5663,BOEING,Boeing,737NG 84P/W,B738,38154,,L2J,,HAINAN,CHH,,Hainan Airlines,,,,,,,,,False,False,False,,
10317,780245,B-5145,BOEING,Boeing,737NG 8Q8,B738,33007,,L2J,,SHANGHAI AIR,CSH,,Shanghai Airlines,,,,,,,,,False,False,False,,
10318,7bb12a,B-5103,BOEING,Boeing,737NG 97L,B739,33645,,L2J,,SHENZHEN AIR,CSZ,,Shenzhen Airlines,,,,,,,,,False,False,False,,
10319,3c490c,D-ABHL,AIRBUS,Airbus,Airbus A320 214,A320,4316,,L2J,,AIR BERLIN,BER,,Air Berlin,,,,,,,,,False,False,False,,
10320,a6fd08,N54991,STEARMAN,Boeing,A75N1(PT17),ST75,75-2809,,L1P,,,,,Essey Helen P,,,2029-03-31,,1941-01-01,,,CONT MOTOR W670 SERIES,False,False,False,,
10321,e485b2,PT-TME,AIRBUS,Airbus,A319 132,A319,4389,,L2J,,TAM,TAM,,Latam Brasil,,,,,,,,,False,False,False,,
10322,a83784,N62886,STEARMAN,Boeing,A75,ST75,75-3999,,L1P,,,,,Gustafson Cody A,,,2029-08-31,,1972-01-01,,,P&W R-985 SERIES,False,False,False,,
10323,ab2c72,N819SY,BOEING,Boeing,737-86N,B738,34254,,L2J,,SUN COUNTRY,SCX,,Sun Country Inc,,,2030-01-31,,2006-01-01,,,CFM INTL CFM56-7B26,False,False,False,,
10324,a7e151,N607AS,BOEING,Boeing,737-790,B737,29751,,L2J,, Inc.,ASA,,Alaska Airlines Inc,,,2028-01-31,,1999-01-01,,,CFM INTL. CFM56 SERIES,False,False,False,,
10325,461f35,OH-LVH,AIRBUS,Airbus,A319 112,A319,1184,,L2J,,FINNAIR,FIN,,Finnair,,,,,,,,,False,False,False,,
